W1,L1,W3,L3,W5,L5,W6,L6,W7,L7,IB,CC,total_area,slew_rate,total_power
16.374u,332.944n,20.457u,423.619n,20.201u,431.866n,323.246u,186.773n,148.558u,280.272n,26.136u,2.696p,1.24851996939e-10,9694362.0178,0.00104820542424
22.866u,344.404n,9.027u,303.316n,17.716u,242.935n,171.555u,379.149n,42.686u,503.667n,14.650u,2.246p,1.01461448113e-10,6522707.03473,0.000106606163289
15.201u,271.415n,26.528u,219.337n,9.932u,437.852n,337.155u,325.913n,29.552u,479.910n,11.419u,2.965p,1.3835859525e-10,3851264.75548,0.000134091650813
23.989u,354.815n,12.431u,213.016n,21.246u,398.500n,297.518u,358.946n,104.982u,254.739n,11.060u,2.284p,1.53162095657e-10,4842381.78634,0.000193261313669
11.272u,206.504n,5.083u,505.326n,4.001u,317.483n,247.606u,199.457n,70.479u,477.738n,18.174u,2.025p,8.9223781073e-11,8974814.81481,0.000768955408139
9.711u,515.160n,21.069u,516.254n,23.362u,505.609n,237.470u,346.033n,126.330u,250.828n,23.124u,2.658p,1.41551269494e-10,8699774.26637,0.000554128959543
20.970u,212.482n,5.169u,307.160n,20.043u,188.264n,247.815u,335.149n,32.010u,220.216n,21.492u,0.812p,9.9920896527e-11,26467980.2956,0.000170812233389
3.846u,326.886n,23.331u,296.667n,16.530u,359.099n,299.379u,232.747n,36.598u,505.154n,21.683u,1.332p,1.02281838008e-10,16278528.5285,0.000188878011808
18.628u,338.519n,14.663u,334.505n,15.243u,411.120n,209.182u,288.940n,23.717u,450.092n,26.901u,2.319p,8.8593359951e-11,11600258.7322,0.000222184428055
11.161u,308.463n,14.913u,468.798n,16.491u,457.677n,295.260u,272.628n,31.049u,321.184n,11.854u,1.457p,1.0845007682e-10,8135895.67605,0.000146218847157
7.520u,189.331n,7.186u,266.667n,7.613u,393.077n,316.073u,228.242n,123.544u,455.872n,19.887u,2.784p,1.34793917417e-10,7143318.96552,0.000990297274219
22.407u,386.927n,7.120u,420.302n,19.978u,285.266n,39.442u,305.758n,54.623u,389.636n,15.099u,2.924p,5.0704261941e-11,5163816.68947,0.000151656783918
19.216u,311.300n,23.046u,237.840n,19.728u,191.823n,183.119u,326.128n,74.221u,276.933n,25.604u,1.326p,9.5521963009e-11,19309200.6033,0.000253027208022
16.700u,218.433n,12.593u,387.668n,23.956u,219.334n,103.570u,364.943n,127.835u,181.515n,19.034u,1.509p,7.4785216063e-11,12613651.4248,0.000238392119808
20.671u,461.614n,21.841u,275.968n,12.428u,249.339n,197.244u,460.502n,74.155u,461.720n,27.050u,1.517p,1.43738328262e-10,17831245.88,0.0002629541169
17.193u,249.002n,6.226u,383.669n,12.858u,277.879n,309.970u,482.623n,90.641u,290.328n,20.720u,0.487p,1.8615705432e-10,42546201.232,0.000534101108643
18.186u,279.538n,24.191u,514.651n,3.052u,216.336n,334.327u,416.092n,100.301u,388.822n,19.055u,2.362p,1.96303883387e-10,8067315.83404,0.000415431862134
8.066u,292.895n,12.458u,282.522n,21.086u,506.470n,263.904u,194.891n,33.107u,286.268n,25.621u,2.929p,7.7471565706e-11,8747354.04575,0.000325769237249
19.105u,481.344n,15.761u,222.549n,21.932u,423.505n,165.631u,426.005n,122.786u,504.761n,23.277u,0.902p,None,None,None
13.070u,486.514n,11.185u,342.896n,4.343u,201.061n,351.002u,213.794n,49.169u,444.679n,21.712u,1.571p,1.07973781002e-10,13820496.499,0.000445305570576
15.806u,181.665n,7.206u,198.973n,23.672u,198.857n,107.673u,498.105n,94.921u,372.843n,15.855u,0.750p,9.80356294e-11,21140000.0,0.000146881948336
13.000u,461.880n,20.490u,441.533n,11.539u,495.531n,132.681u,251.046n,116.742u,280.684n,22.419u,1.946p,8.6846029233e-11,11520554.9846,0.000380355808122
7.718u,493.094n,16.940u,412.094n,4.068u,368.745n,216.846u,397.129n,115.428u,190.493n,29.183u,2.821p,1.2039068765e-10,10344913.1514,0.000597214300159
8.689u,232.525n,24.454u,321.626n,18.481u,216.188n,348.983u,492.218n,127.086u,325.077n,18.353u,1.086p,2.26969272273e-10,16899631.6759,0.000257483646036
23.485u,298.183n,12.817u,346.738n,8.732u,277.030n,253.235u,294.266n,61.058u,387.093n,19.944u,0.851p,None,None,None
10.073u,390.139n,3.875u,438.392n,23.332u,410.832n,206.279u,340.325n,83.746u,506.889n,22.779u,1.970p,1.2786599824e-10,11562944.1624,0.000298414342695
11.620u,192.949n,21.118u,379.591n,15.148u,372.863n,350.445u,327.612n,36.849u,383.921n,26.843u,2.468p,1.44863491111e-10,10876418.1524,0.000304759473167
11.018u,200.179n,5.533u,463.678n,8.896u,274.392n,58.758u,477.695n,50.283u,364.114n,28.907u,2.870p,5.35892409e-11,10072125.4355,0.000439621710119
16.176u,380.803n,17.981u,274.401n,8.623u,485.552n,69.830u,445.393n,119.008u,472.873n,10.812u,0.460p,1.02658251779e-10,23504347.8261,6.53346672049e-05
18.260u,219.855n,24.637u,348.508n,18.799u,294.781n,284.829u,397.152n,52.330u,283.214n,25.938u,1.211p,1.46083327543e-10,21418662.2626,0.000334827019133
15.094u,195.103n,24.439u,476.781n,8.496u,347.858n,92.124u,252.965n,63.184u,217.741n,19.486u,1.668p,5.4614232113e-11,11682254.1966,0.000214083534815
11.769u,323.675n,5.712u,501.224n,16.926u,441.840n,67.505u,330.158n,53.278u,473.105n,22.304u,0.855p,6.1644310383e-11,26086549.7076,0.000295355250707
14.050u,296.560n,22.196u,243.036n,15.835u,334.104n,307.400u,287.567n,112.729u,276.246n,10.025u,0.552p,1.3439066303e-10,18161231.8841,0.000154253468671
16.970u,487.408n,25.652u,455.731n,22.462u,268.069n,82.937u,313.362n,135.550u,362.827n,21.567u,2.168p,1.01153595294e-10,9947878.22878,0.000190854127941
4.264u,200.124n,9.944u,199.847n,10.560u,447.977n,268.110u,256.848n,42.027u,278.615n,19.783u,0.595p,8.8144114309e-11,33248739.4958,0.0004887550621
17.547u,190.820n,23.498u,205.393n,14.863u,274.561n,61.791u,373.404n,42.065u,385.849n,24.610u,1.351p,5.1559188146e-11,18216136.1954,0.000123818668816
21.341u,316.831n,6.044u,408.946n,9.656u,212.906n,287.851u,322.637n,58.847u,511.152n,22.943u,2.937p,1.34240125162e-10,7811712.63194,0.000273061471116
2.197u,341.817n,11.671u,322.702n,19.349u,351.869n,72.554u,345.945n,127.690u,222.243n,24.076u,1.267p,6.4803442472e-11,19002367.7979,0.000267489462496
19.116u,269.055n,15.941u,325.675n,21.502u,389.208n,288.060u,412.884n,114.637u,385.564n,25.578u,2.237p,1.81838856279e-10,11434063.4779,0.000478555085575
4.276u,213.413n,22.330u,472.776n,16.643u,496.831n,274.947u,416.016n,85.672u,272.664n,24.123u,1.295p,1.57480421761e-10,18627799.2278,0.000495655204557
10.535u,395.319n,3.624u,337.004n,8.615u,196.138n,54.038u,439.016n,50.240u,244.710n,17.769u,1.348p,4.3093494039e-11,13181750.7418,0.000295604354376
3.752u,212.809n,15.223u,324.502n,13.797u,337.365n,228.186u,255.596n,59.332u,295.313n,20.482u,0.750p,8.6237917991e-11,27309333.3333,0.000404227701925
7.949u,231.817n,8.855u,308.614n,17.038u,454.379n,297.631u,366.894n,30.849u,216.378n,15.932u,2.790p,1.28191272741e-10,5710394.26523,0.000255759198035
7.323u,226.174n,7.777u,356.420n,6.822u,255.616n,197.123u,287.700n,135.112u,347.792n,20.252u,1.416p,1.09875122698e-10,14302259.887,0.000808257742241
11.000u,272.362n,26.569u,250.338n,8.258u,300.911n,162.023u,486.189n,80.982u,357.296n,26.147u,2.828p,1.19840480379e-10,9245756.71853,0.000188830363003
21.331u,471.625n,11.346u,273.593n,8.875u,282.615n,319.797u,355.474n,133.979u,341.457n,19.780u,2.159p,1.75100213359e-10,9161648.91153,0.000545721728098
17.691u,509.273n,17.917u,421.318n,21.249u,236.684n,217.751u,378.321n,75.879u,239.966n,25.933u,2.860p,1.2217575775e-10,9067482.51748,0.000391404068581
10.767u,503.892n,21.988u,262.665n,14.757u,488.099n,347.792u,251.644n,73.060u,422.595n,13.760u,2.527p,1.36798320875e-10,5445191.92719,0.000296139652232
2.613u,187.211n,4.754u,363.048n,18.230u,412.332n,187.622u,357.286n,59.814u,400.758n,18.187u,0.628p,1.00737577799e-10,28960191.0828,0.000266313549847
5.210u,256.804n,8.865u,246.957n,4.849u,490.608n,271.995u,480.593n,107.816u,406.068n,11.098u,2.652p,1.8040570136e-10,4184766.21418,0.000238580207324
10.754u,428.803n,26.373u,346.651n,2.408u,459.357n,281.270u,181.698n,45.750u,492.432n,17.049u,2.357p,8.8494666401e-11,7233347.4756,0.000467193034874
10.041u,294.093n,18.807u,300.236n,20.058u,505.975n,305.210u,271.744n,90.110u,315.652n,25.150u,2.314p,1.30130760775e-10,10868625.7563,0.00060957039366
3.189u,478.795n,25.932u,396.872n,19.260u,340.072n,114.982u,352.125n,131.447u,474.976n,14.608u,0.649p,1.21290555701e-10,22508474.5763,0.000143073512795
7.930u,497.775n,12.412u,240.489n,15.865u,352.637n,58.806u,406.324n,129.324u,201.907n,20.125u,2.328p,6.2532601235e-11,8644759.45017,0.000139401137717
17.057u,371.689n,22.699u,474.664n,23.635u,377.465n,153.432u,295.197n,87.855u,384.010n,11.582u,0.752p,1.05065547338e-10,15401595.7447,0.000165096806193
8.060u,310.480n,20.829u,221.243n,21.697u,341.341n,331.178u,435.537n,89.153u,398.940n,25.074u,1.350p,1.9432378533e-10,18573333.3333,0.000329516577003
7.030u,317.060n,17.133u,194.537n,23.097u,365.219n,72.108u,374.056n,25.370u,378.745n,19.813u,1.943p,5.0578588162e-11,10197117.859,0.000121323627874
21.584u,299.865n,24.787u,356.240n,15.526u,275.051n,337.360u,434.635n,42.713u,351.162n,28.038u,0.681p,1.81200494972e-10,41171806.1674,0.000298147541358
18.038u,352.902n,27.172u,506.238n,2.821u,343.680n,309.972u,429.940n,116.617u,329.036n,15.932u,2.736p,1.92731219384e-10,5823099.4152,0.000288204136513
22.624u,427.154n,26.486u,390.545n,13.597u,197.540n,244.725u,332.692n,53.883u,184.338n,20.136u,2.654p,1.140445925e-10,7587038.43255,0.000306664413932
16.382u,194.574n,19.326u,475.245n,20.484u,220.511n,244.630u,405.775n,107.499u,233.651n,11.800u,0.676p,1.41271030561e-10,17455621.3018,0.00020295895828
10.390u,245.457n,19.156u,395.633n,18.007u,513.108n,308.174u,213.795n,124.268u,396.548n,25.123u,1.178p,1.34532866928e-10,21326825.1273,0.000826658048009
8.784u,309.772n,16.521u,455.644n,18.329u,492.647n,203.985u,484.781n,140.466u,206.152n,20.664u,0.999p,None,None,None
14.187u,471.977n,6.313u,500.785n,20.761u,289.353n,86.879u,255.441n,27.082u,405.589n,23.994u,2.587p,4.9041270974e-11,9274835.71705,0.000157255068059
4.217u,376.994n,5.621u,344.052n,8.683u,364.053n,265.064u,410.815n,22.211u,337.266n,18.602u,1.465p,1.23068054475e-10,12697610.9215,0.000236079402869
23.758u,315.651n,15.630u,377.504n,7.771u,200.299n,121.951u,491.013n,48.839u,207.856n,18.294u,0.650p,8.4987153054e-11,28144615.3846,0.000178210327594
20.134u,519.658n,13.667u,180.567n,16.186u,358.265n,234.016u,478.878n,107.440u,430.844n,11.782u,2.144p,1.77084474059e-10,5495335.8209,0.000121821083546
20.968u,331.501n,18.289u,408.073n,14.740u,414.751n,215.855u,384.025n,30.594u,243.798n,29.052u,1.468p,1.10880062192e-10,19790190.7357,0.000442503632369
16.358u,458.127n,16.986u,390.677n,19.111u,306.046n,123.932u,308.775n,127.234u,463.764n,15.430u,2.468p,1.1725257817e-10,6252025.93193,0.000214548377415
10.111u,285.990n,21.051u,210.063n,6.667u,388.976n,99.353u,233.796n,75.469u,215.973n,22.835u,2.242p,4.943458442e-11,10185102.587,0.000195088238488
3.490u,279.333n,3.091u,190.899n,6.622u,280.123n,254.557u,393.085n,50.606u,273.466n,29.770u,1.781p,None,None,None
19.656u,393.271n,21.036u,517.874n,22.233u,182.075n,50.956u,421.283n,93.880u,421.993n,25.015u,2.454p,8.3755805103e-11,10193561.5322,0.000169774869323
8.767u,484.444n,27.849u,197.750n,4.889u,449.129n,50.542u,335.373n,71.552u,255.715n,20.179u,2.625p,4.7197393825e-11,7687238.09524,0.000101322559655
4.857u,418.366n,17.832u,328.483n,5.946u,375.034n,98.945u,272.263n,69.198u,398.672n,22.368u,2.654p,6.4645832273e-11,8428033.1575,0.000270358167012
6.543u,241.621n,14.353u,370.708n,12.225u,268.924n,128.548u,321.496n,97.953u,410.602n,14.192u,1.956p,9.1736659541e-11,7255623.72188,0.000214769642337
6.665u,299.147n,18.855u,322.295n,19.444u,292.231n,259.255u,383.873n,124.979u,201.993n,21.739u,2.395p,1.38518704306e-10,9076826.72234,0.000375069485777
20.526u,382.520n,21.018u,350.503n,12.936u,293.958n,206.730u,231.340n,26.842u,370.334n,15.607u,1.822p,7.678654169e-11,8565861.69045,0.000139270415397
2.271u,434.648n,26.526u,187.593n,10.842u,429.032n,153.146u,360.052n,98.318u,344.140n,25.133u,1.632p,9.9590422582e-11,15400122.549,0.000191390746612
20.139u,212.721n,13.017u,269.511n,13.005u,511.891n,207.764u,448.318n,149.420u,340.525n,14.473u,1.580p,1.58474941813e-10,9160126.58228,0.000187054791931
7.282u,361.019n,12.978u,387.147n,10.733u,244.465n,43.315u,421.704n,78.092u,241.072n,20.968u,2.263p,4.7369080353e-11,9265576.66814,0.000150820848882
17.077u,253.522n,21.924u,511.233n,21.004u,347.402n,104.490u,256.543n,39.528u,355.358n,28.726u,0.646p,6.3687268188e-11,44467492.2601,0.000275461891332
8.381u,377.867n,18.436u,393.712n,2.984u,469.463n,201.255u,338.095n,79.082u,252.923n,22.063u,2.938p,9.9871221262e-11,7509530.29272,0.000420954238395
15.932u,349.535n,25.543u,393.815n,20.747u,394.298n,113.882u,404.596n,148.148u,331.203n,23.956u,1.749p,1.18951772487e-10,13696969.697,0.000201442494853
2.943u,356.661n,26.937u,289.807n,10.080u,513.127n,233.397u,336.937n,121.345u,474.432n,19.841u,1.970p,1.50238540671e-10,10071573.6041,0.000260410896703
9.102u,423.870n,23.334u,201.847n,15.098u,444.412n,192.863u,218.757n,130.322u,246.459n,10.064u,0.609p,8.9586856103e-11,16525451.5599,0.000120539632802
2.555u,213.581n,6.105u,278.943n,4.316u,451.211n,226.743u,366.677n,21.738u,409.108n,25.514u,1.781p,9.6230705861e-11,14325659.7417,0.00056507849921
7.711u,186.183n,23.061u,437.142n,5.519u,270.194n,337.947u,446.536n,39.266u,309.570n,29.899u,1.564p,1.76068866673e-10,19117007.6726,0.000608866091197
